,Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,Smiles,Standard Value,Standard Units,pChEMBL Value
2833,CHEMBL2334140,,381.47,0,CCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,6750.0,nM,5.17
2834,CHEMBL404921,,305.32,0,NS(=O)(=O)c1ccc(/N=C/c2cccc([N+](=O)[O-])c2)cc1,6750.0,nM,5.17
2835,CHEMBL1632398,,356.45,0,CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(C)cc1,6770.0,nM,5.17
2836,CHEMBL3596286,,432.40,1,CC1(C)CC(c2ccccc2)C(CN2CCN(c3cccc(Cl)c3Cl)CC2)=NO1,6800.0,nM,5.17
2837,CHEMBL2158024,,420.32,0,COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,6800.0,nM,5.17
2838,CHEMBL2315015,,451.52,1,COc1ccc2cc([C@H](C)C(=O)OCCn3c4ccccc4c(=O)c4ccccc43)ccc2c1,6800.0,nM,5.17
2839,CHEMBL3322397,,379.28,0,CS(=O)(=O)c1ccc(N2CCN=C2c2cccc(Br)c2)cc1,6800.0,nM,5.17
2840,CHEMBL4239825,,613.45,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccccc2)n1,6830.0,nM,5.17
2841,CHEMBL2334131,,451.61,1,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(CC(C)C)CC(C)C)cc1,6840.0,nM,5.17
2842,CHEMBL3238414,,366.36,0,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,6840.0,nM,5.17
2843,CHEMBL149781,,452.46,0,CC(=O)NCc1cc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)ccc1S(N)(=O)=O,6850.0,nM,5.16
2844,CHEMBL4101105,,433.48,0,Cc1c(-c2nnc(-c3cnn(-c4ccccc4)c3C)c3nocc23)cnn1-c1ccccc1,6880.0,nM,5.16
2845,CHEMBL3410362,,484.38,0,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Br)cc2)cc1,6880.0,nM,5.16
2846,CHEMBL339150,,341.39,0,Cc1cc(=O)c(-c2ccccc2)c(-c2ccc(S(N)(=O)=O)cc2)o1,6889.7,nM,5.16
2847,CHEMBL3927662,,439.54,0,COc1ccc(-c2nc(NCC(=O)N3CCOCC3)sc2-c2ccc(OC)cc2)cc1,6890.0,nM,5.16
2848,CHEMBL2333741,,340.38,0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)O)cc1,6890.0,nM,5.16
2849,CHEMBL223619,,455.85,0,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCO[N+](=O)[O-])c(F)c2)cc1,6900.0,nM,5.16
2850,CHEMBL3322408,,319.36,0,NS(=O)(=O)c1ccc(N2CCN=C2c2ccc(F)cc2)cc1,6900.0,nM,5.16
2851,CHEMBL388606,BAUHINOXEPIN F,302.33,0,COc1c(O)c(C)c(OC)c2c1CCc1c(O)cccc1O2,6900.0,nM,5.16
2852,CHEMBL129613,,408.40,0,Cc1cc(=O)c(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,6919.9,nM,5.16
2853,CHEMBL4070457,,438.34,0,CCc1ccc(N2C(=O)CS/C2=N/NC(=O)COc2ccc(Cl)cc2Cl)cc1,6930.0,nM,5.16
2854,CHEMBL3823238,,562.01,1,Cc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6940.0,nM,5.16
2855,CHEMBL1956388,,344.40,0,CN(C)c1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1,7000.0,nM,5.16
2856,CHEMBL144515,,276.40,0,CCCCC#CC(C)Sc1ccccc1OC(C)=O,7000.0,nM,5.16
2857,CHEMBL4648690,,428.28,0,Clc1ccc(Nc2nc(Cl)nc(OCc3cn(Cc4ccccc4)nn3)n2)cc1,7000.0,nM,5.16
2858,CHEMBL513096,,406.26,0,Nn1c(SC(C(=O)O)c2ccccc2)nc2ccc(Br)cc2c1=O,7000.0,nM,5.16
2859,CHEMBL3359450,,400.48,1,CC(C(=O)NCCc1c[nH]c2ccc(O)cc12)c1cccc(Oc2ccccc2)c1,7000.0,nM,5.16
2860,CHEMBL1766292,,530.53,2,CS(=O)(=O)c1ccc(-n2nc(CNC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ccccc2)cc1,7000.0,nM,5.16
2861,CHEMBL357380,,276.40,0,CCCCCC#CCSc1ccccc1OC(C)=O,7000.0,nM,5.16
2862,CHEMBL3402594,,428.53,0,Cc1c(CC(=O)NC(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,7000.0,nM,5.16
2863,CHEMBL192678,,369.44,0,Cc1c(CC(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,7000.0,nM,5.16
2864,CHEMBL1766284,,533.70,1,NS(=O)(=O)c1ccc(-n2nc(CCCNC(=O)NC34CC5CC(CC(C5)C3)C4)cc2-c2ccccc2)cc1,7000.0,nM,5.16
2865,CHEMBL3127307,,453.40,0,COc1c(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,7000.0,nM,5.16
2866,CHEMBL4172129,,340.17,0,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1,7000.0,nM,5.16
2867,CHEMBL145247,,268.38,0,CCCCOCCSc1ccccc1OC(C)=O,7000.0,nM,5.16
2868,CHEMBL147704,,415.37,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(F)c2)cc1CO,7050.0,nM,5.15
2869,CHEMBL2334137,,421.54,1,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1,7090.0,nM,5.15
2870,CHEMBL3322396,,334.83,0,CS(=O)(=O)c1ccc(N2CCN=C2c2ccc(Cl)cc2)cc1,7100.0,nM,5.15
2871,CHEMBL150340,,372.49,0,CCN(CC)Cc1cc(/C=C/S(N)(=O)=O)cc(C(=O)c2ccccc2)c1,7100.0,nM,5.15
2872,CHEMBL3099220,,353.47,0,CC(C)(C)c1cc(/C=N/NC(=O)c2ccncc2)c(O)c(C(C)(C)C)c1,7110.0,nM,5.15
2873,CHEMBL3823759,,576.03,1,Cc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)c(C)c1,7130.0,nM,5.15
2874,CHEMBL4547592,,320.40,0,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCCC2,7140.0,nM,5.15
2875,CHEMBL4173650,,394.48,0,COc1ccc(NC(=S)NNC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,7150.0,nM,5.15
2876,CHEMBL3322414,,319.36,0,NS(=O)(=O)c1ccc(N2CCN=C2c2cccc(F)c2)cc1,7200.0,nM,5.14
2877,CHEMBL1171255,CLEMATOCHINENOSIDE F,1837.96,None,COc1ccc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)C7(C)C)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)cc1O,7200.0,nM,5.14
2878,CHEMBL2160148,,404.32,1,Cc1cccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)c1,7200.0,nM,5.14
2879,CHEMBL2315325,,626.16,1,CN(C)c1cccc2c(S(=O)(=O)NCCNS(=O)(=O)c3ccc(C4=C(c5ccc(Cl)cc5)C(=O)OC4)cc3)cccc12,7200.0,nM,5.14
2880,CHEMBL2160140,,383.90,0,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3Cl)C2)cc1C,7200.0,nM,5.14
2881,CHEMBL292948,,347.44,0,CNS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,7200.0,nM,5.14
2882,CHEMBL1080404,,345.35,0,CCc1ccccc1Nc1cnccc1NS(=O)(=O)C(F)(F)F,7240.0,nM,5.14
2883,CHEMBL3410358,,423.47,0,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2F)cc1,7240.0,nM,5.14
2884,CHEMBL3100127,,699.59,2,O=C1/C(=C\c2cn(CCCOc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)c3ccccc23)c2ccccc2N1c1c(Cl)cccc1Cl,7300.0,nM,5.14
2885,CHEMBL4202666,,453.84,1,COc1ccc(-c2nc3cc(NC(=O)c4cc([N+](=O)[O-])ccc4Cl)ccc3o2)cc1OC,7400.0,nM,5.13
2886,CHEMBL4218075,,313.31,0,COC(=O)COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,7461.0,nM,5.13
2887,CHEMBL43755,,416.47,0,CN(C)S(=O)(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2ccc(F)cc2)cc1,7500.0,nM,5.12
2888,CHEMBL3127306,,399.43,0,COc1c(-c2cc(C)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,7500.0,nM,5.12
2889,CHEMBL1939435,CAFFEICINIC ACID,358.30,0,O=C(O)/C=C/c1ccc2c(c1)O[C@H](c1cc(O)cc(O)c1)[C@H](C(=O)O)O2,7500.0,nM,5.12
2890,CHEMBL503412,,616.62,3,OC[C@H]1O[C@@H](Oc2cc(O)cc([C@H]3c4cc(/C=C/c5cc(O)cc(O)c5)ccc4O[C@@H]3c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,7500.0,nM,5.12
2891,CHEMBL601016,,489.48,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2=CCN(CCCCO[N+](=O)[O-])CC2)cc1,7500.0,nM,5.12
2892,CHEMBL4216426,,302.76,0,COC(=O)COc1ccc(/C=C/c2ccc(Cl)cc2)cc1,7522.0,nM,5.12
2893,CHEMBL704,MESALAMINE,153.14,0,Nc1ccc(O)c(C(=O)O)c1,7530.0,nM,5.12
2894,CHEMBL4451436,,467.75,1,N#Cc1c(/N=C/c2ccc(Cl)cc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,7530.0,nM,5.12
2895,CHEMBL1173685,,346.40,0,O=S(=O)([O-])Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1.[K+],7530.0,nM,5.12
2896,CHEMBL3823420,,563.98,1,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2O)cc1,7570.0,nM,5.12
2897,CHEMBL4448450,,412.88,0,N#Cc1ccc(/C=N/NC(=O)c2cn(Cc3ccc(Cl)cc3)c3ccccc23)cc1,7590.0,nM,5.12
2898,CHEMBL1171257,CLEMATERNOSIDE B,1837.96,None,COc1ccc(/C=C/C(=O)O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)O[C@H](CO)[C@H]2O)cc1O,7600.0,nM,5.12
2899,CHEMBL3314085,,513.17,2,O=C1/C(=C/c2coc3ccc(Br)cc3c2=O)c2ccccc2N1c1c(Cl)cccc1Cl,7600.0,nM,5.12
2900,CHEMBL224193,,343.20,0,CS(=O)(=O)Nc1ccncc1Oc1ccc(Br)cc1,7600.0,nM,5.12
2901,CHEMBL2160145,,469.19,1,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Br)cc2)=N1,7600.0,nM,5.12
2902,CHEMBL1632400,,372.45,0,COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2C(C)=O)cc1,7610.0,nM,5.12
2903,CHEMBL4569865,,514.60,1,CCOc1ccc(-c2cc(C(=O)OCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7640.0,nM,5.12
2904,CHEMBL1775087,,328.37,0,O=[N+]([O-])c1ccccc1Oc1ccc(OCCN2CCCC2)cc1,7700.0,nM,5.11
2905,CHEMBL1221728,,420.57,1,CCCC/C(=C(\c1ccccc1)c1ccc(OC)cc1)c1ccc(S(C)(=O)=O)cc1,7700.0,nM,5.11
2906,CHEMBL467905,,344.23,0,CC(=O)Oc1ccccc1C(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],7700.0,nM,5.11
2907,CHEMBL29620,,385.34,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(F)c2)cc1,7730.0,nM,5.11
2908,CHEMBL1171253,CLEMATOCHINENOSIDE D,1853.96,None,COc1ccc(/C=C/C(=O)O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)O[C@H](CO)[C@H]2O)cc1O,7800.0,nM,5.11
2909,CHEMBL1916959,,341.19,0,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccncc1,7800.0,nM,5.11
2910,CHEMBL3309948,,451.48,0,CN(C)c1ccc(/C=C2\CNC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,7880.0,nM,5.1
2911,CHEMBL1916952,,445.48,0,O=C(NS(=O)(=O)c1ccccc1)c1cncc(C(=O)NS(=O)(=O)c2ccccc2)c1,7900.0,nM,5.1
2912,CHEMBL2283152,,312.46,1,CCCCC(=C(c1ccccc1)c1ccccc1)c1ccccc1,7900.0,nM,5.1
2913,CHEMBL1171254,CLEMATOCHINENOSIDE E,1853.96,None,COc1ccc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)cc1O,7900.0,nM,5.1
2914,CHEMBL2283153,,490.67,1,CCCCCCC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,7900.0,nM,5.1
2915,CHEMBL3100125,,554.60,2,O=C1Nc2ccccc2/C1=C/c1cn(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,7900.0,nM,5.1
2916,CHEMBL3935079,,452.58,0,COc1ccc(-c2nc(NCC(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1,7950.0,nM,5.1
2917,CHEMBL470304,,344.27,None,COc1ccc(-c2cn[se]c2-c2ccc(OC)cc2)cc1,8000.0,nM,5.1
2918,CHEMBL371849,,379.44,0,COc1ccccc1-n1c(-c2ccc(S(N)(=O)=O)cc2)nc2ccccc21,8000.0,nM,5.1
2919,CHEMBL296098,,381.38,0,CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccc(F)cc2)cc1,8000.0,nM,5.1
2920,CHEMBL3810258,,492.57,0,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C)C(=O)O,8000.0,nM,5.1
2921,CHEMBL28,APIGENIN,270.24,0,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,8000.0,nM,5.1
2922,CHEMBL4649027,,482.93,0,COC(=O)[C@H](Cc1ccccc1)Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,8000.0,nM,5.1
2923,CHEMBL3359453,,402.47,1,CC(C(=O)NCCc1c[nH]c2ccc(O)cc12)c1ccc(-c2ccccc2)c(F)c1,8000.0,nM,5.1
2924,CHEMBL3808663,,259.31,0,COC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(C)C,8000.0,nM,5.1
2925,CHEMBL1089958,,203.14,0,O=C(O)Cc1cccn(C(F)F)c1=O,8000.0,nM,5.1
2926,CHEMBL4649179,,500.35,1,COC(=O)[C@H](Cc1ccccc1)n1cc(COc2nc(Cl)nc(Nc3ccc(Cl)cc3)n2)nn1,8000.0,nM,5.1
2927,CHEMBL458470,,494.36,2,O=C(O)[C@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,8000.0,nM,5.1
2928,CHEMBL1916965,,276.32,0,Cc1ccc(S(=O)(=O)NC(=O)c2ccccn2)cc1,8000.0,nM,5.1
2929,CHEMBL14735,,258.36,0,CC1(C)COc2ccc(C(=O)CCCC3CC3)cc21,8000.0,nM,5.1
2930,CHEMBL2334134,,419.52,1,C=CCN(CC=C)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,8010.0,nM,5.1
2931,CHEMBL2333739,,425.55,0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCSCC2)cc1,8010.0,nM,5.1
2932,CHEMBL2334129,,423.55,1,CCCN(CCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,8060.0,nM,5.09
2933,CHEMBL3264523,,297.31,0,CCOC(=O)c1c(C)oc2ccc(Oc3ccccn3)cc12,8100.0,nM,5.09
2934,CHEMBL3322400,,334.83,0,CS(=O)(=O)c1ccc(N2CCN=C2c2cccc(Cl)c2)cc1,8100.0,nM,5.09
2935,CHEMBL4286359,,385.34,0,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)noc2C(F)(F)F)cc1,8145.0,nM,5.09
2936,CHEMBL1078557,,291.38,0,CCc1ccc(Nc2cnccc2NS(C)(=O)=O)cc1,8150.0,nM,5.09
2937,CHEMBL3775974,,493.25,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(I)cc2)cc1,8200.0,nM,5.09
2938,CHEMBL285831,,435.35,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1,8230.0,nM,5.08
2939,CHEMBL3425980,,334.32,0,CO[C@@]1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2O[C@@H]1O,8240.0,nM,5.08
2940,CHEMBL3410360,,439.92,0,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2)cc1,8240.0,nM,5.08
2941,CHEMBL2158363,,361.39,0,COC(=O)C(CC(C)C)NC(=O)C(C)Oc1cc(=O)oc2ccccc12,8250.0,nM,5.08
2942,CHEMBL3901520,,379.49,0,O=C(CNc1nc(-c2ccccc2)c(-c2ccccc2)s1)N1CCOCC1,8280.0,nM,5.08
2943,CHEMBL4861158,,445.52,0,COc1cc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc(OC)c1OC,8290.0,nM,5.08
2944,CHEMBL2063855,,264.32,0,CC(C(=O)O)c1ccc(Cc2ccsc2)cc1F,8300.0,nM,5.08
2945,CHEMBL4760091,,222.36,None,CC(C(=O)O)c1ccc(C[SiH](C)C)cc1,8300.0,nM,5.08
2946,CHEMBL45383,,362.84,0,CS(=O)(=O)c1ccc(-n2cc(CO)nc2-c2ccc(Cl)cc2)cc1,8317.64,nM,5.08
2947,CHEMBL3952057,,420.51,0,COc1ccc(-c2ncn(CC(=O)N3CCN(C)CC3)c2-c2ccc(OC)cc2)cc1,8320.0,nM,5.08
2948,CHEMBL3576982,,637.67,2,COC(=O)CC[C@@H](NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12)C(=O)OC,8330.0,nM,5.08
2949,CHEMBL3410338,,403.51,0,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccccc2)cc1,8340.0,nM,5.08
2950,CHEMBL456235,,274.36,0,CCCCCCc1ccc(-c2ccc(O)c(OC)c2)o1,8400.0,nM,5.08
2951,CHEMBL151590,,317.37,0,NS(=O)(=O)/C=C/c1ccc(C(=O)c2ccccc2)cc1CO,8400.0,nM,5.08
2952,CHEMBL2158366,,395.50,0,CC(Oc1cc(=O)oc2ccccc12)C(=O)NC12CC3CC(C)(CC(C)(C3)C1)C2,8430.0,nM,5.07
2953,CHEMBL3400659,,552.66,1,CCC(C)C(=O)O[C@@]12[C@H](OC(=O)c3ccccc3)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,8500.0,nM,5.07
2954,CHEMBL1916956,,473.53,0,Cc1ccc(S(=O)(=O)NC(=O)c2cncc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,8500.0,nM,5.07
2955,CHEMBL1171446,CLEMATERNOSIDE E,2146.24,None,COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1O,8500.0,nM,5.07
2956,CHEMBL1276001,,327.22,0,CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1Br,8500.0,nM,5.07
2957,CHEMBL2333736,,483.61,1,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(c3ccccc3)CC2)cc1,8570.0,nM,5.07
2958,CHEMBL4250397,,647.90,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccc(Cl)cc2)n1,8580.0,nM,5.07
2959,CHEMBL3425983,,348.35,0,CCO[C@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@H]1O,8600.0,nM,5.07
2960,CHEMBL3264517,,326.35,0,CCOC(=O)c1c(C)oc2ccc(Oc3ccc(OC)cc3)cc12,8600.0,nM,5.07
2961,CHEMBL3265348,,433.30,1,Clc1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)o2)cc1,8700.0,nM,5.06
2962,CHEMBL1084,5-HYDROXY ROFECOXIB,330.36,0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,8700.0,nM,5.06
2963,CHEMBL3099218,,353.47,0,CC(C)(C)c1cc(/C=N/NC(=O)c2cccnc2)c(O)c(C(C)(C)C)c1,8800.0,nM,5.06
2964,CHEMBL1171258,CLEMATERNOSIDE C,1837.96,None,COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)cc1O,8800.0,nM,5.06
2965,CHEMBL15770,SULINDAC,356.42,0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,8800.0,nM,5.06
2966,CHEMBL1916961,,262.29,0,O=C(NS(=O)(=O)c1ccccc1)c1ccccn1,8800.0,nM,5.06
2967,CHEMBL1078375,,277.35,0,Cc1cccc(Nc2cnccc2NS(C)(=O)=O)c1,8810.0,nM,5.05
2968,CHEMBL3824071,,592.03,1,CCOc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,8830.0,nM,5.05
2969,CHEMBL1684147,,208.17,0,Cc1cc(=O)c2c(O)c(O)c(O)cc2o1,8870.0,nM,5.05
2970,CHEMBL2333740,,393.48,0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC2)cc1,8870.0,nM,5.05
2971,CHEMBL377353,SALAZOSULFAMIDE,321.31,0,NS(=O)(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,8890.0,nM,5.05
