"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL118";"CELECOXIB";"4";"381.38";"0";"3.51";"2 (celecoxib)";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL769651";"Inhibitory effect on Prostaglandin G/H synthase 2 activity was evaluated in human whole blood as LPS-induced PGE-2 generation";"F";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136052";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL155675";"";"0";"352.87";"1";"5.47";"1m";"COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCCC3)cc1";"IC50";"'='";"1560.0";"nM";"5.81";"";"";"UO_0000065";"16.46";"0.32";"0.34";"21.47";"0";"CHEMBL768959";"Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133431";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3307513";""
"CHEMBL27975";"";"0";"412.70";"0";"3.60";"245";"NS(=O)(=O)c1ccc(-n2ncc(Br)c2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"30.9";"nM";"7.51";"";"";"UO_0000065";"18.20";"0.45";"3.91";"9.63";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL416146";"ETORICOXIB";"4";"358.85";"0";"4.18";"3";"Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1";"IC50";"'='";"611.0";"nM";"6.21";"";"";"UO_0000065";"17.32";"0.35";"2.03";"10.37";"0";"CHEMBL4810396";"Inhibition of COX2 in human whole blood assessed as reduction in LPS stimulated PGE2 production incubated for 1 hr by ELISA";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4808216";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr"
"CHEMBL30011";"";"0";"352.74";"1";"5.22";"257";"COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"758.58";"nM";"6.12";"";"";"UO_0000065";"17.35";"0.35";"0.90";"22.62";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL155185";"";"0";"370.45";"0";"3.96";"1g";"CS(=O)(=O)c1ccc(-n2nc(-c3ccc(F)cc3)c3c2CCCC3)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768959";"Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133431";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3307513";""
"CHEMBL44362";"";"0";"427.42";"0";"4.59";"18";"Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1";"IC50";"'='";"1445.44";"nM";"5.84";"";"";"UO_0000065";"13.66";"0.28";"1.25";"9.85";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL321182";"";"0";"330.42";"0";"4.63";"142";"Cc1cc(F)ccc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1";"IC50";"'='";"75.86";"nM";"7.12";"";"";"UO_0000065";"21.55";"0.42";"2.49";"20.86";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL466861";"";"0";"395.37";"0";"1.56";"14a";"CC(=O)OCO/N=[N+](\[O-])N1CCC[C@H]1COC(=O)c1ccccc1OC(C)=O";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"14.31";"0.28";"4.10";"4.36";"0";"CHEMBL970498";"Inhibition of human COX2 by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136915";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL126683";"";"0";"482.30";"0";"4.42";"25";"Cc1cc(=O)c(Oc2ccc(I)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"13.24";"0.34";"1.97";"8.68";"1";"CHEMBL766724";"Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149180";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL51860";"";"0";"389.42";"0";"4.26";"197";"COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C";"IC50";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"21.31";"0.42";"4.04";"11.96";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL29083";"";"0";"429.85";"0";"4.42";"249";"CCc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1";"IC50";"'='";"28.18";"nM";"7.55";"";"";"UO_0000065";"17.56";"0.37";"3.13";"9.68";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL29500";"";"0";"407.42";"0";"3.69";"268";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCC3)cc1";"IC50";"'='";"30.9";"nM";"7.51";"";"";"UO_0000065";"18.43";"0.37";"3.82";"9.63";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL4293133";"";"0";"292.36";"0";"3.11";"2a";"C#CCSc1nc2ccccc2c(=O)n1-c1ccccc1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"22.47";"0.43";"3.46";"18.83";"0";"CHEMBL4254481";"Inhibition of recombinant human COX2 assessed as reduction in PGF2alpha production using arachidonic acid as substrate by colorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251628";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4637729";"";"0";"394.23";"1";"5.36";"2b";"O=[N+]([O-])c1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc32)cc1";"IC50";"'='";"102000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629022";"Inhibition of human recombinant COX-2 using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition and measured after 5 mins by ADPH-based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627345";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL24837";"";"0";"428.92";"0";"3.73";"30";"COc1ccc2c(c1)c(CC(=O)NCCCCO)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"13.80";"0.27";"2.19";"7.35";"0";"CHEMBL901402";"Inhibition of COX2 in human whole blood assessed as effect on LPS-induced thromboxane B2 production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138326";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL4792690";"";"0";"353.43";"1";"5.55";"3c";"COc1ccc(Nc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1";"IC50";"'='";"37300.0";"nM";"4.43";"";"";"UO_0000065";"12.53";"0.22";"-1.12";"9.41";"0";"CHEMBL4714666";"Inhibition of human recombinant COX-2 assessed as reduction in PGE2 production using 10 uM arachidonic acid as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706716";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 0.4167 hr"
"CHEMBL4760459";"";"0";"416.32";"1";"6.61";"8a";"Cc1ccc(Nc2nc(/C=C/c3ccccc3)nc3cc(Br)ccc23)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4714666";"Inhibition of human recombinant COX-2 assessed as reduction in PGE2 production using 10 uM arachidonic acid as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706716";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 0.4167 hr"
"CHEMBL4873372";"";"0";"370.46";"0";"4.59";"NZ2";"Cc1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cn1";"IC50";"'='";"19600.0";"nM";"4.71";"";"";"UO_0000065";"12.71";"0.23";"0.12";"6.74";"0";"CHEMBL4826558";"Inhibition of human COX2 assessed as fluorescence by microplate reader";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825684";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";""
"CHEMBL4868808";"";"0";"453.50";"0";"4.91";"8j";"COc1ccc2oc(=O)cc(CSc3nnc(CSc4nc5ccccc5o4)o3)c2c1";"IC50";"'='";"32.93";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4822928";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819139";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";""
"CHEMBL276324";"";"0";"509.41";"2";"6.15";"3b";"NS(=O)(=O)c1ccc(-c2sc(COc3cc(Cl)cc(Cl)c3)nc2-c2ccc(F)cc2)cc1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"15.79";"0.34";"1.90";"9.78";"0";"CHEMBL760087";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131679";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";"None";""
"CHEMBL4276876";"";"0";"390.51";"None";"None";"4l";"C[Si](C)(C)c1c(-c2ccc(F)cc2)noc1-c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"38160.0";"nM";"4.42";"";"";"UO_0000065";"11.31";"None";"None";"None";"0";"CHEMBL4263336";"Inhibition of recombinant human COX-2 assessed as reduction of prostaglandin-G2 to prostaglandin-H2 by measuring oxidation of 10-acetyl-3,7-dihydroxyphenoxazine to resorufin after 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261574";"1";"Scientific Literature";"MedChemComm";"2018";"None";""
"CHEMBL237221";"";"0";"388.81";"0";"4.05";"47";"COc1ccc2c(c1)c(CCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL901402";"Inhibition of COX2 in human whole blood assessed as effect on LPS-induced thromboxane B2 production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138326";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL4749908";"";"0";"369.47";"1";"5.19";"8";"Cc1ccc2[nH]cc(CCNC(=O)c3ccccc3Nc3ccccc3)c2c1";"IC50";"'='";"27050.0";"nM";"4.57";"";"";"UO_0000065";"12.36";"0.22";"-0.62";"8.03";"0";"CHEMBL4686183";"Inhibition of human COX2 assessed as reduction in PGF2alpha formation using arachidonic acid as substrate incubated for 10 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680229";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.1667 hr"
"CHEMBL404108";"LUMIRACOXIB";"4";"293.73";"0";"4.16";"1, lumiracoxib";"Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1";"IC50";"'='";"107.0";"nM";"6.97";"";"";"UO_0000065";"23.73";"0.48";"2.81";"14.13";"0";"CHEMBL921788";"Inhibition of human COX2 for 17 mins pre-incubated before addition of [1-14C]arachidonic acid";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145486";"1";"Scientific Literature";"J. Biol. Chem.";"2007";"None";""
"CHEMBL118";"CELECOXIB";"4";"381.38";"0";"3.51";"Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"17.22";"0.35";"3.06";"8.42";"0";"CHEMBL4727330";"Inhibition of COX2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725304";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";""
"CHEMBL272862";"";"0";"421.44";"0";"4.49";"85";"Cc1c(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.38";"0.36";"3.25";"10.76";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL406527";"";"0";"421.57";"0";"3.35";"81";"CC[S+]([O-])c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"37.6";"nM";"7.42";"";"";"UO_0000065";"17.61";"0.38";"4.07";"8.34";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL272208";"";"0";"396.52";"0";"3.98";"76";"CC(C)Nc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"273.8";"nM";"6.56";"";"";"UO_0000065";"16.55";"0.32";"2.58";"7.81";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL408216";"";"0";"437.57";"0";"3.01";"73";"CCS(=O)(=O)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"144.5";"nM";"6.84";"";"";"UO_0000065";"15.63";"0.33";"3.83";"6.45";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL403099";"";"0";"427.47";"0";"4.55";"59";"Cc1ccsc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"527.8";"nM";"6.28";"";"";"UO_0000065";"14.69";"0.31";"1.73";"8.72";"1";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL402784";"";"0";"501.51";"1";"3.52";"57";"CS(=O)(=O)Oc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL947228";"Inhibition of human COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143107";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL4876413";"";"0";"338.41";"0";"2.69";"3b";"Cc1nc2oc(-c3ccccc3)nn2c(=O)c1CCN1CCCCC1";"IC50";"'='";"99.0";"nM";"7.00";"";"";"UO_0000065";"20.70";"0.38";"4.31";"11.01";"0";"CHEMBL4843079";"Inhibition of human recombinant COX-2 using arachidonic acid as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842336";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";""
"CHEMBL255174";"";"0";"318.35";"0";"1.87";"36";"COC(=O)c1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"3720.0";"nM";"5.43";"";"";"UO_0000065";"17.05";"0.34";"3.56";"5.49";"0";"CHEMBL932255";"Inhibition of COX2 in human whole blood assessed as effect on LPS-stimulated PGE2 production";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141614";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL257489";"";"0";"290.34";"0";"2.09";"33";"COc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"4140.0";"nM";"5.38";"";"";"UO_0000065";"18.54";"0.37";"3.29";"6.58";"0";"CHEMBL932255";"Inhibition of COX2 in human whole blood assessed as effect on LPS-stimulated PGE2 production";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141614";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL270246";"";"0";"328.31";"0";"3.10";"13";"NS(=O)(=O)c1ccc(/N=C/c2ccc(C(F)(F)F)cc2)cc1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"16.26";"0.33";"2.24";"7.36";"0";"CHEMBL932255";"Inhibition of COX2 in human whole blood assessed as effect on LPS-stimulated PGE2 production";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141614";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL270671";"";"0";"303.39";"0";"2.15";"11";"CN(C)c1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"3360.0";"nM";"5.47";"";"";"UO_0000065";"18.04";"0.36";"3.32";"7.23";"0";"CHEMBL932255";"Inhibition of COX2 in human whole blood assessed as effect on LPS-stimulated PGE2 production";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141614";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL406434";"";"0";"318.35";"0";"1.87";"8";"COC(=O)c1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"2730.0";"nM";"5.56";"";"";"UO_0000065";"17.48";"0.35";"3.69";"5.63";"0";"CHEMBL932255";"Inhibition of COX2 in human whole blood assessed as effect on LPS-stimulated PGE2 production";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141614";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL427835";"";"0";"278.31";"0";"2.22";"7";"NS(=O)(=O)c1ccc(/N=C/c2ccc(F)cc2)cc1";"IC50";"'='";"2220.0";"nM";"5.65";"";"";"UO_0000065";"20.31";"0.41";"3.43";"7.80";"0";"CHEMBL932255";"Inhibition of COX2 in human whole blood assessed as effect on LPS-stimulated PGE2 production";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141614";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL3885367";"";"0";"500.00";"0";"4.41";"11b";"COc1ccc2c(c1)c(CC(=O)NCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"12.96";"0.25";"2.07";"5.91";"0";"CHEMBL3876948";"Inhibition of recombinant human COX2 using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition for 2 mins by Cayman based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875218";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL4848265";"";"0";"409.50";"0";"2.58";"9";"CC(C)Oc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"13.16";"0.26";"2.81";"5.08";"0";"CHEMBL4810363";"Inhibition of human recombinant COX-2 assessed as reduction in peroxidase activity using arachidonic acid as substrate preincubated for 60 mins followed by substrate addition for 2 secs by ADPH based fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4808216";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr"
